0, 2020-02-01 15:02:33
19, 2020-02-01 15:03:52
0, 2020-02-01 15:04:25
0, 2020-02-01 15:04:28
1, 2020-02-01 15:04:35
3, 2020-02-01 15:04:47
5, 2020-02-01 15:05:00
0, 2020-02-01 15:08:14
0, 2020-02-01 15:10:02
0, 2020-02-01 15:10:22
0, 2020-02-01 15:13:10
0, 2020-02-01 15:13:30
0, 2020-02-01 15:14:22
14, 2020-02-01 15:19:25
3, 2020-02-01 15:40:59
5, 2020-02-01 15:41:13
0, 2020-02-01 15:41:21
0, 2020-02-01 15:41:24
0, 2020-02-01 15:41:29
0, 2020-02-01 15:41:36
12, 2020-02-01 15:42:00
2, 2020-02-01 16:57:42
0, 2020-02-01 16:58:37
2, 2020-02-01 16:59:12
0, 2020-02-01 17:00:32
0, 2020-02-01 17:00:56
0, 2020-02-01 17:01:10
0, 2020-02-01 17:03:11
0, 2020-02-01 17:04:15
0, 2020-02-01 17:04:31
0, 2020-02-01 17:05:21
0, 2020-02-01 17:05:26
0, 2020-02-01 17:05:50
0, 2020-02-01 17:08:37
0, 2020-02-01 17:09:29
0, 2020-02-01 17:09:51
0, 2020-02-01 17:09:53
0, 2020-02-01 17:09:56
0, 2020-02-01 17:09:57
0, 2020-02-01 17:09:57
19723, 2020-02-01 17:09:57
0, 2020-02-01 17:09:59
0, 2020-02-01 17:10:01
0, 2020-02-01 17:10:06
0, 2020-02-01 17:10:07
0, 2020-02-01 17:10:09
0, 2020-02-01 17:10:10
0, 2020-02-01 17:10:10
0, 2020-02-01 17:10:10
0, 2020-02-01 17:10:10
0, 2020-02-01 17:15:10
0, 2020-02-01 17:15:12
0, 2020-02-01 17:20:24
0, 2020-02-01 17:20:25
0, 2020-02-01 17:21:18
0, 2020-02-01 17:21:19
0, 2020-02-01 17:21:21
0, 2020-02-01 17:21:22
0, 2020-02-01 17:21:22
0, 2020-02-01 17:21:23
0, 2020-02-01 17:21:23
0, 2020-02-01 17:21:23
0, 2020-02-01 17:21:24
0, 2020-02-01 17:21:24
0, 2020-02-01 17:21:24
0, 2020-02-01 17:21:25
0, 2020-02-01 17:21:25
0, 2020-02-01 17:21:25
0, 2020-02-01 17:21:26
0, 2020-02-01 17:21:26
0, 2020-02-01 17:21:26
0, 2020-02-01 17:21:27
0, 2020-02-01 17:21:27
0, 2020-02-01 17:21:27
0, 2020-02-01 17:21:28
0, 2020-02-01 17:21:28
0, 2020-02-01 17:21:28
0, 2020-02-01 17:22:09
0, 2020-02-01 17:22:15
0, 2020-02-01 17:22:18
21, 2020-02-01 17:22:53
0, 2020-02-01 17:42:01
0, 2020-02-01 17:43:03
2, 2020-02-01 18:03:32
1, 2020-02-01 18:27:35
36, 2020-02-01 18:30:01
0, 2020-02-01 18:33:19
5, 2020-02-01 18:38:29
5, 2020-02-01 18:48:08
100, 2020-02-01 18:51:11
0, 2020-02-01 18:52:00
3, 2020-02-01 18:54:33
0, 2020-02-01 20:02:11
0, 2020-02-01 20:08:39
11, 2020-02-01 20:14:31
12, 2020-02-01 20:15:20
0, 2020-02-01 20:34:53
0, 2020-02-01 20:34:55
0, 2020-02-01 20:35:01
11, 2020-02-01 20:51:51
0, 2020-02-01 20:52:32
0, 2020-02-01 20:52:33
0, 2020-02-01 20:52:35
0, 2020-02-01 20:52:35
14, 2020-02-01 20:53:12
15, 2020-02-01 20:53:53
26, 2020-02-01 21:02:44
1, 2020-02-02 09:40:31
1, 2020-02-01 20:56:43
1, 2020-02-01 20:56:51
30, 2020-02-01 20:57:38
3, 2020-02-01 20:57:50
9, 2020-02-02 10:38:24
1, 2020-02-02 10:38:52
17, 2020-02-02 10:39:21
1, 2020-02-02 11:25:30
0, 2020-02-02 11:25:34
12, 2020-02-02 11:25:57
3, 2020-02-02 11:26:47
9, 2020-02-02 11:29:14
4, 2020-02-02 11:29:27
12, 2020-02-02 11:31:39
2, 2020-02-02 11:44:51
0, 2020-02-02 11:45:09
9, 2020-02-02 11:45:32
5, 2020-02-02 11:49:36
25, 2020-02-02 11:50:15
0, 2020-02-02 12:04:29
26, 2020-02-02 12:05:33
3, 2020-02-02 12:05:43
7, 2020-02-02 12:40:16
7, 2020-02-02 12:42:12
12, 2020-02-02 12:49:46
6, 2020-02-02 12:50:12
0, 2020-02-02 13:40:14
0, 2020-02-02 13:40:25
0, 2020-02-02 13:40:52
0, 2020-02-02 13:41:11
0, 2020-02-02 13:41:25
0, 2020-02-02 13:43:54
2, 2020-02-02 13:44:55
12, 2020-02-02 13:47:02
9, 2020-02-02 13:47:40
10, 2020-02-02 13:48:18
7, 2020-02-02 13:48:54
